OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
307,15,7/19/2021 18:25,GPS,Glauco Antonio Puig-Santana,7/19/2021 18:25,PAPALOA,Mid Papaloa ,A,F,1,M,RK48,,K48,L,R,,0,Mother asleep as pup nurses high on the beach. Pup looks ready to wean. ,Y,gpuig_santana@nps.gov_nps,7/19/2021 18:27,gpuig_santana@nps.gov_nps,7/19/2021 18:27,,,Y,614cea54-043b-4d2a-8f6c-83561986df84,-156.9826136,21.19772982
308,15,7/19/2021 18:28,GPS,Glauco Antonio Puig-Santana,7/19/2021 18:28,PAPALOA,Mid Papaloa ,P,M,1,M,RP26,MP10,,,,,0,Mother asleep as pup nurses high on the beach. Pup looks ready to wean. ,Y,gpuig_santana@nps.gov_nps,7/19/2021 18:28,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,Y,5c2a101f-a92b-4565-a857-239522295ab2,-156.9826136,21.1977282
309,15,7/19/2021 18:29,GPS,Glauco Antonio Puig-Santana,7/19/2021 18:29,PAPALOA,Mid Papaloa ,W ,M,0,M,RP70,,P71,R,R,,0,Swimming along shoreline.,Y,gpuig_santana@nps.gov_nps,7/19/2021 18:30,gpuig_santana@nps.gov_nps,7/19/2021 18:30,,,N,187c03d7-6bd9-4e71-a5e2-4738efc8c87d,-156.982721,21.19779309
310,15,7/19/2021 18:49,GPS,Glauco Antonio Puig-Santana,7/19/2021 18:49,ILIOPII,North Ilio Pii,A,M,1,M,R320,,,,,,0,"No tags. Cookie cutter on mid left dorsal no natural bleach, marks observed on left side. Sleeping while occasionally raising its head to look south. ",Y,gpuig_santana@nps.gov_nps,7/19/2021 18:51,gpuig_santana@nps.gov_nps,7/19/2021 18:51,,,N,c105bf62-3f09-463a-9733-058347bf0ac0,-156.9799711,21.20582906
311,15,7/22/2021 19:05,GPS,Glauco Antonio Puig-Santana,7/22/2021 19:05,ILIOPII,Swimming 100m to the west ,W ,M,0,M,RP70,,P70,L,R,,0,Swimming and diving off shore. Wean pup size no obvious bleach tags on dorsal and too far to see if any tags are present. Came swimming closer to shore able to confirm tags.,Y,gpuig_santana@nps.gov_nps,7/22/2021 19:07,gpuig_santana@nps.gov_nps,7/22/2021 19:12,,,N,dfeecc6e-dc2e-46fe-8c5e-a85dbf2bffa9,-156.9806815,21.20484948
312,15,7/22/2021 20:14,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:14,PAPALOA,Mid Papaloa ,W ,M,1,M,RP26,MP10,,,,,0,First time pup is observed weaned. Sleeping on rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:15,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,7018b68e-c5c5-4b2a-8076-3cc76983ab3d,-156.9826837,21.19834122
313,15,7/22/2021 20:16,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:01,PAPALOA,North Papaloa ,W ,M,0,M,RP40,,P40,L,R,,0,Swimming and diving along shoreline.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:18,gpuig_santana@nps.gov_nps,7/22/2021 20:18,,,N,dee4acae-9916-4919-b03c-8ec2298e7dd6,-156.9819921,21.19894602
314,15,7/22/2021 20:00,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:00,PAPALOA,North Papaloa ,W ,M,1,M,RP36,,P36,L,R,,0,Sleeping on rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:19,gpuig_santana@nps.gov_nps,7/22/2021 20:19,,,N,5d53ec25-e152-412f-bd67-8181c20a64cb,-156.9819021,21.19908785
315,15,7/22/2021 20:32,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:32,PAPALOA,Mid Papaloa ,A,F,1,M,RA32,,,,,,0,Mother sleeping as pup nurses.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:33,gpuig_santana@nps.gov_nps,7/22/2021 20:33,,,Y,29416173-249b-4ca8-946c-cddfd71a35ff,-156.9833706,21.19681774
316,15,7/22/2021 20:34,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:34,PAPALOA,Mid Papaloa ,P,M,1,M,RP84,MP12,,,,,0,Mother sleeping as pup nurses.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:35,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,e65f13fe-ac77-4bb4-a834-aacb079d76a7,-156.9833712,21.19681919
317,15,7/22/2021 20:35,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:35,PAPALOA,Mid Papaloa ,W ,M,1,M,RP50,,P50,L,R,,0,Sleeping on rocky outcrop ,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:36,gpuig_santana@nps.gov_nps,7/22/2021 20:36,,,N,27bab8a0-f233-42c2-9840-d2f0bd8296b3,-156.9831574,21.19694322
318,15,7/22/2021 20:50,GPS,Glauco Antonio Puig-Santana,7/22/2021 20:50,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",North ,W ,M,1,M,RP92,MP11,,,,,0,First time observed weaned. Sleeping in rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/22/2021 20:52,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,N,8cf8783d-fd21-49de-a10c-8d2fe47a0a25,-156.9847046,21.19212526
319,15,7/26/2021 17:54,GPS,Glauco Antonio Puig-Santana,7/26/2021 17:54,PAPALOA,Mid Papaloa ,W ,F,0,M,RP60,K5,,,R,,0,Swimming and diving in a shallow pool. interacting with RP50,Y,gpuig_santana@nps.gov_nps,7/26/2021 17:56,gpuig_santana@nps.gov_nps,7/26/2021 17:56,,,N,26e50b78-75b3-4bd1-9e3f-bc55408d6724,-156.9827228,21.19842885
320,15,7/26/2021 17:56,GPS,Glauco Antonio Puig-Santana,7/26/2021 17:56,PAPALOA,Mid Papaloa ,W ,M,0,M,RP50,,P51,L,R,,0,Swimming and diving in shallow pool. Interacting with RP60,Y,gpuig_santana@nps.gov_nps,7/26/2021 17:57,gpuig_santana@nps.gov_nps,7/26/2021 17:57,,,N,51a15128-1aa6-4473-86fd-7dcaa537f9ba,-156.9826977,21.19841551
321,15,7/26/2021 17:57,GPS,Glauco Antonio Puig-Santana,7/26/2021 17:57,PAPALOA,Mid Papaloa ,W ,M,1,M,RP26,MP10,,,,,0,Sleeping in rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/26/2021 17:58,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,6e508e60-964d-48ea-9ad3-fa80afd98759,-156.9827124,21.19836771
322,15,7/26/2021 18:00,GPS,Glauco Antonio Puig-Santana,7/26/2021 18:00,PAPALOA,Mid Papaloa ,W ,M,0,M,RP36,,,,,,0,"Bleach tag """"9"""" present. Swimming and diving in shallow pool.",Y,gpuig_santana@nps.gov_nps,7/26/2021 18:01,gpuig_santana@nps.gov_nps,7/26/2021 18:01,,,N,1b9c30ae-1562-48a0-8bfe-02a38a5d5864,-156.9830151,21.19807229
323,15,7/26/2021 18:11,GPS,Glauco Antonio Puig-Santana,7/26/2021 18:11,PAPALOA,Mid Papaloa ,W ,M,0,M,RP88,,,,R,,0,Swimming and diving in shallow pool.,Y,gpuig_santana@nps.gov_nps,7/26/2021 18:12,gpuig_santana@nps.gov_nps,7/26/2021 18:12,,,N,a74cfea3-eb60-45f9-8c94-ec4e7d3e8565,-156.9834335,21.19661023
324,15,7/26/2021 18:19,GPS,Glauco Antonio Puig-Santana,7/26/2021 18:19,PAPALOA,Mid Papaloa ,A,F,1,T,RA32,,,,,,0,"Mother asleep as pup nurses. Faint bleaches still present, natural bleach mark as a spot right shoulder dorsal.",Y,gpuig_santana@nps.gov_nps,7/26/2021 18:21,gpuig_santana@nps.gov_nps,7/26/2021 18:21,,,Y,a8b929d2-c01e-443f-b2d2-6f927b88ba7c,-156.9830497,21.19536413
325,15,7/26/2021 18:21,GPS,Glauco Antonio Puig-Santana,7/26/2021 18:21,PAPALOA,Mid Papaloa ,P,M,1,M,RP84,MP12,,,,,0,"Mother asleep as pup nurses. Faint bleaches still present, natural bleach mark as a spot right shoulder dorsal.",Y,gpuig_santana@nps.gov_nps,7/26/2021 18:22,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,Y,c1020d59-ce5c-4540-be66-2cd1518b57ed,-156.9830512,21.19536633
326,15,7/26/2021 18:23,GPS,Glauco Antonio Puig-Santana,7/26/2021 18:23,PAPALOA,South Papaloa,W ,M,0,M,RP92,MP11,,,,,0,Floating in shallow pool. Natural bleach mark mid dorsal ? ,Y,gpuig_santana@nps.gov_nps,7/26/2021 18:27,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,N,41c79523-b31f-45d3-88b3-d0018b792069,-156.9834038,21.19479738
327,15,7/30/2021 2:54,GPS,Other,7/30/2021 2:54,PAPALOA,South Papaloa ,W ,M,1,M,RP92,MP11,,,,,1,Sleeping high on beach.,Y,gpuig_santana@nps.gov_nps,7/30/2021 2:55,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,N,03aca0b3-7d9f-4560-b69d-6c7e1c0f0d19,-156.9830697,21.19495633
328,15,7/30/2021 3:00,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:00,PAPALOA,Mid Papaloa ,A,M,1,M,R324,,,,,,0,adult seal unkown sex. 3 pit scars mid dorsal and another scar right cheek. ,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:01,gpuig_santana@nps.gov_nps,8/4/2021 15:58,,,N,5838368f-ffb6-4a44-978e-4d7f98c2cced,-156.9831105,21.19697267
329,15,7/30/2021 3:03,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:04,PAPALOA,Mid Papaloa ,W ,F,1,M,RP60,K5,,,,,0,Sleeping in rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:04,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,078bfc84-5964-4216-a36f-16f3f863b5d5,-156.9832032,21.19743954
330,15,7/30/2021 3:06,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:06,PAPALOA,Mid Papaloa ,W ,M,1,M,RP88,,P88,L,R,,0,Sleeping on beach.,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:07,gpuig_santana@nps.gov_nps,7/30/2021 3:07,,,N,0b215075-abee-4acc-968b-6ec62fea3742,-156.9826841,21.19769991
331,15,7/30/2021 3:08,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:08,PAPALOA,Mid Papaloa ,W ,M,1,M,RP70,,P70,L,R,,0,Sleeping on beach.,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:09,gpuig_santana@nps.gov_nps,7/30/2021 3:09,,,N,95260157-2511-4fc9-8f5a-71bf21626f0b,-156.9826687,21.19774327
332,15,7/30/2021 3:14,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:14,PAPALOA,Mid Papaloa,W ,M,0,M,RP40,,P40,L,R,,0,Swimming in shallow pool with MP10 and MP12,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:15,gpuig_santana@nps.gov_nps,7/30/2021 3:15,,,N,0df572b6-717c-40c7-ab6a-d5210c334006,-156.9828038,21.1977027
333,15,7/30/2021 3:15,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:15,PAPALOA,Mid Papaloa,W ,M,0,M,RP26,MP10,,,,,0,Swimming in shallow pool with RP40 and MP12,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:16,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,f5fbc8af-31da-44da-b931-f292721fbf00,-156.9828758,21.19770365
334,15,7/30/2021 3:17,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:17,PAPALOA,Mid Papaloa,W ,F,0,M,RP84,MP12,,,,,0,"Swimming in shallow water with RP40 and MP10. faint mid dorsal natural bleach and still able p see some of the """"12"""" bleach in the caudal area. ",,gpuig_santana@nps.gov_nps,7/30/2021 3:18,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,,bfef2f3f-3283-4bdf-8b7a-718130a2faaa,-156.982837,21.19771241
335,15,7/30/2021 3:20,GPS,Glauco Antonio Puig-Santana,7/30/2021 3:20,PAPALOA,Mid Papaloa ,W ,M,1,M,RP50,,P50,L,R,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,7/30/2021 3:21,gpuig_santana@nps.gov_nps,7/30/2021 3:21,21.19804667,-156.9822983,N,9fff6640-86a6-4771-a463-60618696debd,-156.9822839,21.19804325
336,15,8/9/2021 16:45,GPS,Glauco Antonio Puig-Santana,8/9/2021 16:46,PAPALOA,South Papaloa ,A,F,1,M,,502,,,,,0,"No tags present. Unable to determine sex. Sleeping high on beach. From Tracy """"The untagged female is Temp#502 (you can use """"502"""" like a bleach # for data recording).  She's a new seal or at least new in terms of being identified and resighted. """" ",Y,gpuig_santana@nps.gov_nps,8/9/2021 16:46,gpuig_santana@nps.gov_nps,8/16/2021 19:03,,,N,0eea0a58-2b86-46ce-b221-e33498638ce4,-156.9829125,21.1956449
337,15,8/9/2021 16:58,GPS,Glauco Antonio Puig-Santana,8/9/2021 16:58,PAPALOA,Mid Papaloa ,W ,M,0,M,RP36,MP9,,,,,0,Swimming in Shallow pool near MP11,Y,gpuig_santana@nps.gov_nps,8/9/2021 16:58,gpuig_santana@nps.gov_nps,4/26/2022 18:03,,,N,65e257e3-b043-4a9c-889a-a761cd89ff23,-156.9827377,21.19783655
338,15,8/9/2021 16:59,GPS,Glauco Antonio Puig-Santana,8/9/2021 16:59,PAPALOA,Mid Papaloa,W ,M,0,M,RP92,MP11,,,,,0,Swimming in shallow pool near MP9,Y,gpuig_santana@nps.gov_nps,8/9/2021 16:59,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,N,5ce0f2bd-b7ae-423e-9747-fe5ba2744062,-156.982748,21.19782928
339,15,8/13/2021 4:04,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:05,PAPALOA,South Papaloa,W ,M,1,M,RP92,MP11,P92,L,R,,0,Sleeping on beach.,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:06,gpuig_santana@nps.gov_nps,8/13/2021 4:06,,,N,077823ed-741f-4f56-a3d5-e21deee7cc8e,-156.9837474,21.19238498
340,15,8/13/2021 4:14,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:14,PAPALOA,Mid Papaloa ,W ,M,1,M,RP88,,P89,R,R,,0,Sleeping on beach ,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:15,gpuig_santana@nps.gov_nps,8/13/2021 4:15,21.197485,-156.982815,N,104e0e46-9cce-4d28-b545-cf513805137d,-156.9828006,21.19748158
341,15,8/13/2021 4:16,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:16,PAPALOA,Mid Papaloa ,W ,M,1,M,RP26,,P26,L,R,,0,Sleeping on beach ,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:17,gpuig_santana@nps.gov_nps,8/13/2021 4:17,21.19768333,-156.982705,N,52e7b0fd-9fa9-4c70-8c14-65b1045a1665,-156.9826906,21.19767991
342,15,8/13/2021 4:18,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:18,PAPALOA,Mid Papaloa ,S,F,1,M,,502,,,,,0,No tags present sleeping on beach ,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:19,gpuig_santana@nps.gov_nps,8/16/2021 19:02,,,N,1d916223-ed33-4e6f-9ccf-697900c3a3dc,-156.9826769,21.19772687
343,15,8/13/2021 4:19,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:19,PAPALOA,Mid Papaloa ,W ,M,1,M,RP40,,P40,L,R,,0,Sleeping on beach ,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:20,gpuig_santana@nps.gov_nps,8/13/2021 4:20,21.19774833,-156.9826117,N,302b003a-0744-4856-bd8d-5b56c992955d,-156.9825972,21.19774491
344,15,8/13/2021 4:20,GPS,Glauco Antonio Puig-Santana,8/13/2021 4:20,PAPALOA,Mid Papaloa ,W ,M,1,M,RP84,,P84,L,R,,0,Sleeping on beach ,Y,gpuig_santana@nps.gov_nps,8/13/2021 4:21,gpuig_santana@nps.gov_nps,8/13/2021 4:21,21.197815,-156.98256,Y,10d584d4-b39c-44e8-a47f-79b1ef277cc9,-156.9825456,21.19781158
345,15,8/20/2021 2:03,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:04,PAPALOA,Mid Papaloa,S,F,1,M,502,,,,,30,0,Resting and molting along shore. ,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:05,gpuig_santana@nps.gov_nps,8/20/2021 3:21,,,N,36989c85-6990-42e6-b3be-3a8aadf00ad3,-156.9829163,21.19657274
346,15,8/20/2021 2:22,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:22,PAPALOA,Mid Papaloa,W ,M,1,M,RP26,,P27,R,R,,,Pup was asleep along shore. Weaned pup was bleach tagged K10,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:24,gpuig_santana@nps.gov_nps,8/20/2021 2:24,,,N,658df131-216f-421e-978a-f277af72d8df,-156.9829081,21.19727286
347,15,8/20/2021 2:31,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:32,PAPALOA,Mid Papaloa ,W ,F,1,M,RP60,K5,P60,L,R,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:33,gpuig_santana@nps.gov_nps,8/20/2021 2:33,,,N,d3c96403-8df5-4ce2-92f8-3cffe37e9950,-156.9827589,21.197622
348,15,8/20/2021 2:33,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:33,PAPALOA,Mid Papaloa,W ,M,1,M,RP84,,,,,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:34,gpuig_santana@nps.gov_nps,8/20/2021 2:34,,,N,885c22aa-3c4a-4663-8820-8891c9fb7b95,-156.982715,21.19770068
349,15,8/20/2021 2:34,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:34,PAPALOA,Mid Papaloa ,W ,M,1,M,RP36,,,,,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:35,gpuig_santana@nps.gov_nps,8/20/2021 2:35,,,Y,e646081c-5704-4cb5-b45a-2459acefe44b,-156.9827017,21.19772064
350,15,8/20/2021 2:35,GPS,Glauco Antonio Puig-Santana,8/20/2021 2:36,PAPALOA,Mid Papaloa ,W ,M,1,M,RP92,,,,,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,8/20/2021 2:36,gpuig_santana@nps.gov_nps,8/20/2021 2:36,,,Y,49a6074f-a524-4401-8266-d2f13a5fdd21,-156.9826844,21.19773453
351,15,8/20/2021 3:31,GPS,Glauco Antonio Puig-Santana,8/20/2021 3:31,PAPALOA,Mid Papaloa ,W ,M,1,M,RP40,,,,,,0,Sleeping on rocks ,N,gpuig_santana@nps.gov_nps,8/20/2021 3:32,gpuig_santana@nps.gov_nps,8/20/2021 3:32,,,N,44fcfde6-b912-4a2d-8930-489d410235df,-156.9801316,21.20585884
352,15,8/26/2021 18:11,KM,Kelly Moore,8/26/2021 18:11,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On beach tucked in rocks,,,1,,RL60,,,,R,,0,,,KellyMoore@nps.gov_nps,8/26/2021 18:12,gpuig_santana@nps.gov_nps,4/26/2022 18:25,21.19146544,-156.9848626,N,db0b0570-f3c6-4909-86fc-f92fb9a7742e,-156.9848482,21.19146202
353,15,8/26/2021 18:27,KM,,8/26/2021 18:27,PAPALOA,Middle Papaloa,W ,,1,,RL64,,,,,,,,,KellyMoore@nps.gov_nps,8/26/2021 18:27,gpuig_santana@nps.gov_nps,4/26/2022 18:25,,,,245e7f50-3f8f-42b2-a643-34b9b4c0ae4b,-156.982811,21.19623758
354,15,8/26/2021 18:40,KM,,8/26/2021 18:40,ILIOPII,South end of Iliopii ,,,,,,,,,,,,,,KellyMoore@nps.gov_nps,8/26/2021 18:40,KellyMoore@nps.gov_nps,8/26/2021 18:40,21.20251286,-156.9794657,,2892fda5-6f9c-46a4-9b4a-2702080a4b27,-156.9794513,21.20250944
355,15,9/2/2021 17:53,KM,,9/2/2021 17:53,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,,,1,,RL60,,L60,,R,,0,Resting ,Y,KellyMoore@nps.gov_nps,9/2/2021 17:54,gpuig_santana@nps.gov_nps,4/26/2022 18:23,21.19138403,-156.9847049,,32953717-799d-42bc-a5dc-368b5b5eae06,-156.9846905,21.19138061
356,15,9/2/2021 18:04,KM,Kelly Moore,9/2/2021 18:04,PAPALOA,Middle Papaloa,,,1,,RL64,,L64,,R,,0,,Y,KellyMoore@nps.gov_nps,9/2/2021 18:05,gpuig_santana@nps.gov_nps,4/26/2022 18:23,,,N,6c3bc0ac-c5c4-412b-b8d0-728797b9d76c,-156.9828878,21.19472406
357,15,9/9/2021 0:19,KM,Kelly Moore,9/9/2021 0:19,PAPALOA,South end of Papaloa,,,,,RL64,,L64,,R,,0,Resting,Y,KellyMoore@nps.gov_nps,9/9/2021 0:20,gpuig_santana@nps.gov_nps,4/26/2022 18:23,21.19242465,-156.983767,N,282cc01e-e545-443b-82b2-07d69bb67b38,-156.9837526,21.19242123
358,15,9/9/2021 0:29,KM,Kelly Moore,9/9/2021 0:29,PAPALOA,Middle Papaloa,,,,,,,RB0,,R,,0,,Y,KellyMoore@nps.gov_nps,9/9/2021 0:30,KellyMoore@nps.gov_nps,9/9/2021 0:30,21.19633046,-156.9828416,N,ab4fcf17-39cd-4eae-8850-eaa7cf1943d3,-156.9828272,21.19632704
359,15,9/9/2021 0:46,KM,Kelly Moore,9/9/2021 0:46,PAPALOA,Middle Papaloa,,,,,RP60,,L60,,R,,,,Y,KellyMoore@nps.gov_nps,9/9/2021 0:47,gpuig_santana@nps.gov_nps,4/26/2022 18:23,21.19668818,-156.9827956,N,dc88a5fe-a116-44cb-807b-ac236d601204,-156.9827812,21.19668476
360,15,9/9/2021 0:49,KM,Kelly Moore,9/9/2021 0:49,PAPALOA,Middle Papaloa,,,,,RP60,,P60,,R,,,,,KellyMoore@nps.gov_nps,9/9/2021 0:49,gpuig_santana@nps.gov_nps,4/26/2022 18:24,21.19667903,-156.9827785,,719a8dc4-944e-4f37-8e9f-99baf757062d,-156.982764,21.19667561
361,15,9/9/2021 0:52,KM,Kelly Moore,9/9/2021 0:53,PAPALOA,,,,,,RP36,,P36,,,,,,,KellyMoore@nps.gov_nps,9/9/2021 0:53,gpuig_santana@nps.gov_nps,4/26/2022 18:24,21.19668673,-156.9828174,,371746f2-b559-4fae-8b64-dc45469d4131,-156.982803,21.19668331
362,15,9/9/2021 3:46,KM,Kelly Moore,9/9/2021 2:05,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,A,,,,,,,,,,1,,,KellyMoore@nps.gov_nps,9/9/2021 3:47,KellyMoore@nps.gov_nps,9/9/2021 3:47,,,,7189bb53-544b-4d19-a82d-b54391de62b4,-156.9848964,21.19138367
363,15,9/9/2021 3:48,KM,Kelly Moore,,ILIOPII,,A,M,,,,,,,,,,Swimming in the water,,KellyMoore@nps.gov_nps,9/9/2021 3:48,KellyMoore@nps.gov_nps,9/9/2021 3:48,,,,00a6ed10-9f4c-44c5-81cd-1d94565b2463,-156.9798759,21.2056968
364,15,3/3/2022 22:33,GPS,Glauco Antonio Puig-Santana,3/3/2022 22:33,PAPALOA,North of Mid Papaloa. Sleeping in the shallow water. ,A,M,0,M,,,,,,,0,Adult male seal sleeping in shallow water. Unable to observe rear flippers for the presence of any tags. ,Y,gpuig_santana@nps.gov_nps,3/3/2022 22:35,gpuig_santana@nps.gov_nps,3/3/2022 22:35,,,N,be77894c-3c1b-4ece-baad-5dd72bc84d86,-156.9826749,21.1980453
365,15,3/24/2022 0:21,Oth,Other,3/24/2022 0:21,PAPALOA,mid papaloa along the shoreline ,A,U,1,M,RF42,,F42,,R,,0,"2 cookie cutter Mark's on right side of face, laying on land. two other cookie cutter scars on midline along flippers and mid shoulders. ",Y,gpuig_santana@nps.gov_nps,3/24/2022 0:33,gpuig_santana@nps.gov_nps,3/24/2022 0:34,,,N,588cfb70-f247-4ff3-b785-773b0157f67e,-156.9830125,21.19684729
366,15,3/31/2022 0:46,KM,Kelly Moore,3/31/2022 0:45,PAPALOA,Upper,A,M,0,M,,,,,,,,cookie cutter on R shoulder ,,gpuig_santana@nps.gov_nps,3/31/2022 0:46,gpuig_santana@nps.gov_nps,3/31/2022 0:50,,,,abfd6b4e-f00c-4ef6-a7d0-a4a170cca387,-156.9825701,21.19789307
367,15,3/31/2022 1:10,KM,Kelly Moore,3/31/2022 1:10,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,A,M,1,M,RK76,,K76,,R,,0,,Y,gpuig_santana@nps.gov_nps,3/31/2022 1:14,gpuig_santana@nps.gov_nps,4/26/2022 18:24,,,,66bb2749-1e5f-427a-b49b-33a8287d8fc5,-156.9848284,21.19130186
368,15,4/12/2022 23:55,Oth,Other,4/12/2022 23:55,PAPALOA,just north of green beach house ,A,M,1,M,RF42,,,,,,0,"2 cookie cutter scars on right side of neck,  mid dorsal cookie cutter scar,natural bleach mark behind right flipper  male ",,gpuig_santana@nps.gov_nps,4/13/2022 0:04,gpuig_santana@nps.gov_nps,4/13/2022 0:04,,,,81f305c7-c3f9-4795-95ec-0d7852aa2feb,-156.9832072,21.19473954
369,15,4/19/2022 5:08,Oth,Glauco Antonio Puig-Santana,4/18/2022 17:00,ILIOPII,south ilio pii,A,U,0,M,,,,,,,0,"possible female, red tag, splashing flippers circling rock feature in shallow water",Y,ssievert@nps.gov_nps,4/18/2022 19:11,ssievert@nps.gov_nps,4/18/2022 19:11,,,,08ea93d5-1cc1-4e47-a34a-4e5642577d2e,-156.9799971,21.20218809
370,15,4/18/2022 19:14,Oth,Glauco Antonio Puig-Santana,4/18/2022 17:38,PAPALOA,,A,F,1,F,RN20,,N21,,R,,0,"sleeping, dried placenta entrails present",Y,ssievert@nps.gov_nps,4/18/2022 19:15,ssievert@nps.gov_nps,4/18/2022 19:15,,,Y,81d40571-848d-47e8-9cae-08fdf8bf9883,-156.9829447,21.19695669
371,15,4/21/2022 16:59,Oth,Glauco Antonio Puig-Santana,4/21/2022 16:59,PAPALOA,,A,F,1,F,RN20,,N22,,R,,0,,N,gpuig_santana@nps.gov_nps,4/21/2022 17:01,gpuig_santana@nps.gov_nps,4/21/2022 17:01,,,Y,15814907-f626-4951-83bf-e1af454a33fd,-156.9829216,21.19703217
372,15,4/21/2022 17:02,Oth,Glauco Antonio Puig-Santana,4/21/2022 17:02,PAPALOA,mid,P,U,1,M,,,PM1,,,,,,N,gpuig_santana@nps.gov_nps,4/21/2022 17:03,gpuig_santana@nps.gov_nps,4/21/2022 17:03,,,Y,164844e1-17fe-40fa-acac-d4462834951f,-156.982921,21.19702489
373,15,4/28/2022 17:08,Oth,Other,4/28/2022 17:08,PAPALOA,,A,F,0,F,RN20,,N21,,R,,0,"SKS, TLGR",Y,gpuig_santana@nps.gov_nps,4/28/2022 17:09,gpuig_santana@nps.gov_nps,4/28/2022 17:09,,,Y,4d3bd342-b90c-4bce-bf86-4a0619de72c1,-156.9833894,21.1963119
